Location,Hospital_Name,State,District,Pincode,Latitude,Longitude
"6/3,Cambell Road,Next To St.Philomena`S Hospital Austin Town,",Alisa Eye Clinic and Daycare Microsurgical Centre,Karnataka,Bengaluru Urban,560047,30.267153,-97.7430608
"Near Austin Town Bus Stop,  South",Austin Town Meternity Hospital,Karnataka,Bengaluru Urban,560047,30.4505663,-97.6669009
"20, 7Th Cross Rosegarden, Neelasandra,",Get Well Hospital,Karnataka,Bengaluru Urban,560047,12.9550291,77.6142102
"No. 4, Mother Theresa Road, Campbell Road",St. Philomenas Hospital - Bangalore,Karnataka,Bengaluru Urban,560047,12.9644017,77.6069122
Avalahalli Virgonagar Old Madras Road Bangarore,Geetha Hospital,Karnataka,Bengaluru Urban,560049,13.0260188,77.720429
"Avalahalli, Virgonagar P.O.",S.N. Hospital,Karnataka,Bengaluru Urban,560049,13.036048,77.735852
"65, 1St Cross, Kalidasa Layout, Kalidasa Circle, Srinagar,",Cosmo Multispeciality Hospital,Karnataka,Bengaluru Urban,560050,25.9384228,87.4033964
"8/45, 80 Feet Road,S.B.M. Colony,Banashankari 1 St Stage.",Dr. Natesh E.N.T and Surgical Care Centre,Karnataka,Bengaluru Urban,560050,12.9390172,77.5528742
"89, 7Th Cross N R Colony, Ashok Nagar  560050",Karthik Netralaya Institute Of Opthalmology Pvt Ltd,Karnataka,Bengaluru Urban,560050,12.9813958,77.5264159
"237/37, 10Th Main Nagendra Block Srinagar  560050",Sannidhi Speciality Center,Karnataka,Bengaluru Urban,560050,12.9440808,77.5547283
"No 519/34, 2Nd Cross 10Th Main, Bsk 1St Stage Banashankari  560050",Sunetra Eye Hospital,Karnataka,Bengaluru Urban,560050,12.93921,77.5626634
"No-22/2, 13Th Main, Banashankari,1St Stage, 3Rdblock, Shrinagar,",Trinetraalaya Eye Care and Surgical Centre,Karnataka,Bengaluru Urban,560050,12.9444533,77.5537803
"110, 1St Main Sbm Colony, Bsk 1St Stage, Hanumanthanagar  560050",Vinayaka Hospital,Karnataka,Bengaluru Urban,560050,13.0296311,77.5911303
"H.K.P.Road, Shivajinagar, - 560051",Narayana Hrudayalaya Csi Hospital,Karnataka,Bengaluru Urban,560051,19.7865252,74.0678281
"7Th Cross, Rangaswamy Temple Street,",Amar Hospital,Karnataka,Bengaluru Urban,560053,12.9617715,77.5632619
"816/77, Samskruti, 11Th Cross, Malleshwara, Vyalikaval,",Atreya Charitable Trust,Karnataka,Bengaluru Urban,560053,13.0018523,77.5745652
73 74 Binny Mill Road Cottonpet Cross,Babu Clinic and Piles Proctology Hospital,Karnataka,Bengaluru Urban,560053,12.9688855,77.5698292
"Adinarayana Temple Street, 7Th Cross Cotton Pet,  South",Cottonpet Meternity Home,Karnataka,Bengaluru Urban,560053,12.9644418,77.5705436
202/3 Mahesh Towers R T Street,Mahesh Clinic,Karnataka,Bengaluru Urban,560053,19.2105512,72.8748702
"No.71, Mill Road, Cottonpet,",Radha Maternity and Surgical Hospital,Karnataka,Bengaluru Urban,560053,12.9936758,77.5733436
"No. 12, Park Road, Bale Peth,",Sreeniwasa Hospital,Karnataka,Bengaluru Urban,560053,-32.214234,116.010362
"67, 9Th Main, Next To Dr.Shah`S Diagnostic Centre, Hmt Main Road, Mathikere,",Aradhana Netra Mandira,Karnataka,Bengaluru Urban,560054,13.0280231,77.5614553
"43/A, 1St Floor, Bda Complex, 6Th Sector, Hsr Layout, Banglore-",Narayana Hrudayalaya Superspecialty Clinic and Diagnostic Center,Karnataka,Bengaluru Urban,560054,12.9137428,77.6374282
"No. 31, M. S. Ramaiah Road, Mathikere",Subbiah Hospital ( A Unit Of Shirdi Sai Hospital Pvt. Ltd. ),Karnataka,Bengaluru Urban,560054,13.030329,77.5604111
"426/12, 2 Cross,Mathikere Layout,Behind Canara Bank.",Sumathi Nursing and Maternity Home,Karnataka,Bengaluru Urban,560054,13.0636862,77.5833342
"No 47, 17Th Cross Malleswaram,",Chhaya Nursing Home,Karnataka,Bengaluru Urban,560055,13.0073411,77.5687973
"No. 95 and 96, Margosa Road, 15Th Cross, Malleswaram,",Lakshmi Maternity Home,Karnataka,Bengaluru Urban,560055,13.0018482,77.5697162
"90/1, West Park Road,Between 17Th And 18Th Cross,Malleswaram.",Manjunatha Maternity Home and Surgical Centre,Karnataka,Bengaluru Urban,560055,13.008767,77.5657871
"47, 17Th Cross, Malleshwaram",Si Chhaya Multi Speciality Hospital,Karnataka,Bengaluru Urban,560055,13.0073411,77.5687973
"80Ft Road, Gnana Jyothi Nagar,",Krishna Loka Hospital,Karnataka,Bengaluru Urban,560056,12.9590613,77.5238151
"818/819 16Th 'A' Main, 2Nd Cross Gokul Extension, Mathikere",Nathrushree Nethralaya,Karnataka,Bengaluru Urban,560056,13.0412034,77.5579956
"110, Mariyappanapalya, Jnanabharathi,",Sri Rajeshwari Hospital,Karnataka,Bengaluru Urban,560056,12.9453066,77.4971113
"No 11/2, Magadi Main Road,Agrahara Dasarahalli",Aasha Hospital,Karnataka,Bengaluru Urban,560057,12.98061,77.538619
"Old Widia School Stop,Hesarsghatta Main Road,Bhuvaneshwari Nagar,T. Dasarahalli,",Deepak Nursing Home,Karnataka,Bengaluru Urban,560057,13.0542174,77.5096278
"No.30 Hesaraghatta Road, T Dasarahalli",Dr Ramachandra Hospital,Karnataka,Bengaluru Urban,560057,13.0965073,77.5420588
"24, 2Nd Cross, Excel Kalyana Mantapa Road,Jalahalli Cross,T. Dasarahalli.",Krishna Hospital,Karnataka,Bengaluru Urban,560057,13.039944,77.518339
"No. 9, 1St Floor, Near Ayyappa Temple, S.M. Road, Jalahalli West",Shree Matha Speciality Clinic For Piles and Proctolo,Karnataka,Bengaluru Urban,560057,13.0460754,77.5209231
"13/4, T Dasarahalli Tumkur Road   560057",Sri Raghavendra Hospital,Karnataka,Bengaluru Urban,560057,13.0430279,77.5125327
"No. 15, Drls Plaza, 1St Floor, Nh-4, Above Andhra Bank, T. Dasarahalli",Sri Venkateshwara Eye Hospital,Karnataka,Bengaluru Urban,560057,13.0506057,77.5118463
"13/02, Mahimappa Complex, Nh-4, T.Dasarahalli,",Vijaya Nursing Home,Karnataka,Bengaluru Urban,560057,13.0506057,77.5118463
"No.19,2Nd Main Road,1St Phase, Peenya Industrial Area -",Amruth Biological and Clinical Services Pvt Ltd.,Karnataka,Bengaluru Urban,560058,12.9594745,77.560953
1St Main 2Nd Stage Peenya,Panchamukhi Hospital,Karnataka,Bengaluru Urban,560058,13.0314031,77.5291865
"19, 2Nd Main Road, 1St Phase Peenya Industrial Area  560058",Ravi Kirlosker Memorial Hospital,Karnataka,Bengaluru Urban,560058,13.0087538,77.5263961
"No.12, Laggere Main Road, Laggere, Bengaluru",Sai Baba Hospital,Karnataka,Bengaluru Urban,560058,13.0152952,77.5203623
"I Main Road,Peenya Ii Stage.",Sri Venkateshwara Hospital,Karnataka,Bengaluru Urban,560058,13.0576513,77.5967615
"34, Brindavan Layout Subramanyapura Main Road,",Chinmayi Hospital,Karnataka,Bengaluru Urban,560061,12.9120093,77.5583998
"No.31, Crescent Road, High Grounds,",Mallige Medical Centre,Karnataka,Bengaluru Urban,560061,12.9890609,77.5820957
"Srinivasa Complex,No.4,1St Floor,Off Uttarahalli Subramanyapura Main Road,",Nagarathna Hospital,Karnataka,Bengaluru Urban,560061,12.9057641,77.5428665
"Near Bagalur Cross Signal,International Airport Main Road,Yelahanka .",Saranalaya Hospital,Karnataka,Bengaluru Urban,560063,13.1004849,77.5940134
"33/34,2Nd Stage,Balaji Avenue, Attur Main Road, Yelahanka New Town,",Akshaya Nursing Home,Karnataka,Bengaluru Urban,560064,13.1026716,77.5668889
"Khb Satellite Town, A Sector, Yelahanka,",Chaitanya Medical Centre Maternity and Surgical Care,Karnataka,Bengaluru Urban,560064,13.0931058,77.5861201
"793, 8Th `A` Cross, `A` Sector, Yelahanka New Town,",Girish Eye and Children Clinic,Karnataka,Bengaluru Urban,560064,13.1002784,77.580947
"Yelahanka,  Urban, B.N",Govt Hospital,Karnataka,Bengaluru Urban,560064,13.1004849,77.5940134
"29, 1St Main, Sharad Nagar, Behind Yelahanka New Town,",Kamal Maternity and Surgical Nursing Home,Karnataka,Bengaluru Urban,560064,13.0948638,77.5772344
"No: 9, A1, A2 Opp: Mec School, A-Sector Yelahanka  560064",Kk Hospital,Karnataka,Bengaluru Urban,560064,13.1004849,77.5940134
"8, 6Th Main Road 5Th Phase, Yelahanka New Town  560064",Neha Prakash Hospital,Karnataka,Bengaluru Urban,560064,13.1077823,77.5716915
"No.2558, Hig,16Th Bcross, Yelahanka New Town,",New City Hospital,Karnataka,Bengaluru Urban,560064,13.0992667,77.5817948
"2069/2074, 16Th B Cross, (Near Mother Dairy Cross), Yelahanka New Town,",Prasad Hospital,Karnataka,Bengaluru Urban,560064,13.1042445,77.5713193
Yelahanka,Railways Hospital,Karnataka,Bengaluru Urban,560064,13.1008405,77.5945732
Tirumala Doddaballapur Road Opp Rajakunte Police Station,Rajankunte Hospital,Karnataka,Bengaluru Urban,560064,13.6781837,79.352188
"No 2054,13 Th Main 3 Rd Phase, Mother Diary Cross, Yelahanka New Town,",Rangalakshmi Netralaya,Karnataka,Bengaluru Urban,560064,13.1042445,77.5713193
"No.2558 4Th Main 16Th Cross Road, Newtown Yelahanka","S B Medical Centre,",Karnataka,Bengaluru Urban,560064,13.0997431,77.57463
"No.762, 7Th `A`Main, `A`Asector, Yelahanka New Town,",Sankalpa E.N.T Care Centre,Karnataka,Bengaluru Urban,560064,13.0964406,77.5792259
"Hospital Road, Yelahanka,",Saraswathi Poly Clinic,Karnataka,Bengaluru Urban,560064,13.1001803,77.5958446
Bb Road Yelahanka  560064,Shushrusha Nursing Home,Karnataka,Bengaluru Urban,560064,13.047854,77.636016
"50, Kondappa Garden, Kogilu Road, Maruthi Nagar Yelahanka  560064",Sri Maruthi Hospital,Karnataka,Bengaluru Urban,560064,13.1040221,77.6073011
"284, Main Road, Whitefield,",Pushpa Nursing Home,Karnataka,Bengaluru Urban,560066,35.2493485,-95.2377067
"73, Kanakapura Road, Ioc Petrol Bunk Complex, Banashankari,",Anyuta Hospital,Karnataka,Bengaluru Urban,560070,12.9254533,77.546757
"17Th, Main,27Th Cross, Banashankari 2Nd Stage,  South",Banashankari Referal Hospital,Karnataka,Bengaluru Urban,560070,12.907814,77.6413392
"945, 21St Main, Banashankari, 2Nd Stage, Near B.D.A Complex,",Bangalore Nethralaya,Karnataka,Bengaluru Urban,560070,12.9251789,77.564693
"Ca 6, 15Th Main 11Th Cross, Padmanabha Nagar,",Bkf Chande Nephro Urology Centre Nurtrust,Karnataka,Bengaluru Urban,560070,12.917938,77.555796
"274 / 275, M K Puttalingaiah Road, Padmanabhanagar, Padmanabhanagar",D.G. Hospital,Karnataka,Bengaluru Urban,560070,12.917936,77.5578222
"2269, 22Nd Cross K R Road, K.R.Road",Dr. Vidyananda's Surgery and Dia Centre,Karnataka,Bengaluru Urban,560070,12.9241963,77.5731766
"3/2, 27Th Cross, Banashankari 2Nd Stage,Near Brigade Software Park,.",Excel Care Hospital,Karnataka,Bengaluru Urban,560070,12.9309404,77.5837177
"No. 113, 4Th Cross, R. K. Layout, Padmanabhanagar,",Hillside Hospital,Karnataka,Bengaluru Urban,560070,12.9199035,77.5604755
"15Th Main, 17Th Cross Padmanabhanagar  560070",Maharaja Agrasen Hospital,Karnataka,Bengaluru Urban,560070,12.9161312,77.5548261
"504, 40Th Cross Road, Jayanagar 8Th Block 8Th Block",Netra Enterprises Prabhu Eye Clinic and Research Center,Karnataka,Bengaluru Urban,560070,12.919731,77.575085
"7/32, 47Th Cross, Ist Main Road, 8Th Block , Jayanagar",Prema Nursing Home,Karnataka,Bengaluru Urban,560070,12.9161929,77.5774844
"39, 17Thc Cross, 8Thb Main, Banashankari Ii Stage,",Saraswathi Hospital,Karnataka,Bengaluru Urban,560070,12.9248711,77.5662406
"B 70, 27Th Cross Banashankari 2Nd Stage Banashankari  560070",Sevakshetra Hospital,Karnataka,Bengaluru Urban,560070,12.9217594,77.5706784
"No. 39, 8Th B Main Raod, Bsk 2Nd Stage",Sri Vivekananda Sevashrama,Karnataka,Bengaluru Urban,560070,12.9291952,77.5684901
"No. 726, 23Rd Cross,B.S.K. Ii Stage,",Sridevi Nursing Home,Karnataka,Bengaluru Urban,560070,12.9235397,77.5730617
"No. 277, M.K. Puttalingaiah Road, Padmanabha Nagar,  - 560070",Yogananda Medical and Research Centre,Karnataka,Bengaluru Urban,560070,12.920373,77.559733
"No 230, Amarjyothi Layout Domlur  560071",Ayurvaid Hospital,Karnataka,Bengaluru Urban,560071,12.9552245,77.6428066
"270, 3Rd Cross, Domlur 2Nd Stage",Vital Medi Health Care Pvt Ltd,Karnataka,Bengaluru Urban,560071,12.9263368,77.5840064
"79, New Thippasandra Main Road, Hal Iii Stage, Via: Indiranagar 80Ft Road,",Bharghavi Reddy Women and Children Hospital,Karnataka,Bengaluru Urban,560072,12.9726365,77.6485734
"No.4, 5Th Block,2Nd Stage Nagarabhavi,",Brinda Hospital,Karnataka,Bengaluru Urban,560072,12.978512,77.5108822
"No. 86, 2Nd Main,16Th D Cross,Malagala,Inner Ring Road,Underpass, Nagarabhavi 2Nd Stage",Deepashri Hospital,Karnataka,Bengaluru Urban,560072,12.9745975,77.5129877
"63, 2Nd Main, Byraveshwara Nagar,2Nd Main, Nagarbhavi Main Road,.",Dhanush Hospital,Karnataka,Bengaluru Urban,560072,12.980664,77.5306031
"611, 612, Nagarbhavi Main Road, 2Nd Stage, Vinayaka Layout Near Nagarbhavi Circle",Panacea Hospital Nagarbhavi ( A Unit Of Pan Nagarbhavi Hospital Pvt.Ltd.) - Bangalore,Karnataka,Bengaluru Urban,560072,12.9650486,77.5168536
"40, 1St Floor, Bda Complex,",Scan Point Diagnostics,Karnataka,Bengaluru Urban,560072,23.223396,77.4334193
"No-14, Maruthi Nagar, Nagarabhavi Main Road,",Shridevi Hospital,Karnataka,Bengaluru Urban,560072,12.9590918,77.5192061
"No. 14, Maruthi Nagar Nagarabhavi Main Road",Sri Maruthi Hospital,Karnataka,Bengaluru Urban,560072,12.9590918,77.5192061
"38,4Th Main. N.S. Palya, Btm 2Nd Stage. Bannerghatta Road,",Sumati Hospital,Karnataka,Bengaluru Urban,560072,12.9226602,77.6036491
"No 193, So Feet Road, 2Nd Block 2Nd Stage,",Unity Lifline Hospital Pvt Ltd,Karnataka,Bengaluru Urban,560072,12.8388552,77.6587124
"No. 37/8, Bagalagunte Bus Stop, Hesaraghatta Main Road",Sri Maruthi Nursing Home,Karnataka,Bengaluru Urban,560073,13.051161,77.5073215
"1034, Church Road, New Thippasandra, Hal Iii Stage",Kakde Nursing Home,Karnataka,Bengaluru Urban,560075,12.9738235,77.6522191
"No 78,Arekere Mico Layout,Bannerghatta Road Bangaloe 560076",Aditi Maternity and Genral Nursing Home,Karnataka,Bengaluru Urban,560076,12.8904239,77.5972383
"Bilekahalli, Bannerghatta Road,",Anand Clinic,Karnataka,Bengaluru Urban,560076,12.8982878,77.6002863
"8-B, Bannerghatta Road  560076",Divakar's Global Hospital,Karnataka,Bengaluru Urban,560076,12.8886431,77.5972884
"No.27, Kuvempunagar, B.T.M.Layout, 100 Ft. Ring Road,",Gangothri Hospital,Karnataka,Bengaluru Urban,560076,12.9163093,77.6137701
"No. 4, Sarakki Industrial Estate, 3Rd Phase, J.P.Nagar, Bannerghatta Road.",North Star Maternity and Nursing Home,Karnataka,Bengaluru Urban,560076,12.9146677,77.5998379
"Shavige Malleshwara Hills, Kumaraswamy Layout, Banashankari,  Banashankari,",Sagar Hospital,Karnataka,Bengaluru Urban,560076,12.9254533,77.546757
"123, 7 Th Cross Dollas Colony,Billekhalli,Off Bannerghatta Road,Btm Stage Ii,.",Sakhi Hospital (A Unit Of Prasad Healthcare Services),Karnataka,Bengaluru Urban,560076,12.9054958,77.6035809
"33, Bannerghatta Road (Service Road), B.T.M.Layout B.T.M. Layout 2Nd Stage",Sri Sai Ram Hospital - Bangalore,Karnataka,Bengaluru Urban,560076,12.91509,77.6238253
"68, 1St Floor, 100 Ft. Ring Road, 2Nd Stage, B.T.M. Layout,",Vinayaka Nethralaya,Karnataka,Bengaluru Urban,560076,12.9864565,77.5395269
K.Naraynapura Main Road,Sri Sai Nursing Home and Diagnostic Laboratory,Karnataka,Bengaluru Urban,560077,13.0660282,77.6419478
"No.1402, Sarakkigote, Kanakapura Main Road,",Bharath Nursing Home,Karnataka,Bengaluru Urban,560078,12.9128912,77.5787769
"No 220 9Th Cross,2Nd Phase J P Nagar J P Nagar  560078",Divakars Global Hospitals,Karnataka,Bengaluru Urban,560078,12.9099647,77.5925166
"726, 17Th Cross, 6Th Phase, J.P. Nagar,",Green City Hospital,Karnataka,Bengaluru Urban,560078,12.9055516,77.578558
"No. 1364, 1St Stage, Sarakki Gate, Kanakapura Road, Jp Nagar,",Oxford Hospital,Karnataka,Bengaluru Urban,560078,12.9073191,77.5730864
"1635/A,17Th Main J.P Nager.",Rag HospitalandMaternity Centre,Karnataka,Bengaluru Urban,560078,12.9126861,77.5913539
"76-1-1, V R Layout Jp Nagar  560078",Rajalakshmi Multispeciality Hospital,Karnataka,Bengaluru Urban,560078,12.8978624,77.5845084
"No 21, 9Th Cross B-78 Jp Nagar  560078",Rajshekhar Hospital,Karnataka,Bengaluru Urban,560078,12.9109937,77.5787234
"No.220, 9Th Cross, J.P.Nagar 2Nd Phase",Ravindranath Ge Medical Associates Pvt Ltd,Karnataka,Bengaluru Urban,560078,12.9099647,77.5925166
"633, 100 Ft Ring Road Phase Iii Jp Nagar  560078",Shekar Nethralaya,Karnataka,Bengaluru Urban,560078,12.906406,77.5958928
"1764, 14Th Main,1St Stage,Kumaraswamy Layout,Bengaluru",Swathi Galaxy Hospital,Karnataka,Bengaluru Urban,560078,12.9057693,77.562969
"Kothanur Dinne Main Road,Sapthagiri Layout,OppositeFabricana Factory,J.P.Ngar,8Th Phase",T.R.Hospital,Karnataka,Bengaluru Urban,560078,12.8769547,77.5827175
"389/44,19Th Main, Rajajinagar I Block",Ananya Hospital Pvt.Ltd.,Karnataka,Bengaluru Urban,560079,12.999754,77.550445
"No 18/2, 1St Cross, M.C. Layout, Vijayanagar",Anugraha Hospital,Karnataka,Bengaluru Urban,560079,12.9671984,77.523846
"313, 3Rd Stage,4Th Blk,Siddiah Puranik Rd,Basaveshwaranagar,-",Aruna Netralaya,Karnataka,Bengaluru Urban,560079,12.9916919,77.5384217
"No.100, Lic Colony,West Of Chord Rd, Basaveshwaranagar,",Chord Road Hospital Pvt. Ltd.,Karnataka,Bengaluru Urban,560079,13.0304978,77.5522692
"No 370.371,I Stage West Of Cord Road,",Dr Raos Maternity Hospital,Karnataka,Bengaluru Urban,560079,12.9941257,77.5508542
"No 11/2, Magadi Main Road Agrahara, Dasarahalli Dasarahalli  560079",Jeevani Health And Medicare Pvt Ltd,Karnataka,Bengaluru Urban,560079,12.98061,77.538619
"425/A, 6Th Main Road 3Rd Stage, 3Rd Block Basaveshwara Nagar  560079",Matru Nursing Home And Trauma Care Centre,Karnataka,Bengaluru Urban,560079,12.9918208,77.5331332
"No 334, 8Th Main, 3Rd Stage Siddaiahpuranik Road Bashaveswanagar  560079",Panacea Hospital Pvt Ltd,Karnataka,Bengaluru Urban,560079,12.9911107,77.5419514
"175,1St Stage Beml Lay Out,Basaweswara Nager",Sneha Ent Hospital,Karnataka,Bengaluru Urban,560079,12.9907346,77.5319638
"No. 463, 1St Block, 3Rd Stage, Dr.Siddaiah Puranika Road, Basaveshwaranagear,",Trupti Nursing Home,Karnataka,Bengaluru Urban,560079,12.9946105,77.5396558
565 Iii Stage 4Th Block,Vathsalya Speciality Hospital,Karnataka,Bengaluru Urban,560079,12.9304325,77.5497613
"4,Kirloskar Colony, Basaveshwaranagar  ..79",Vijaya Hospital,Karnataka,Bengaluru Urban,560079,12.9958829,77.5335329
"No. 11/2, Magadi Main Road, Agrahara Dasarahalli",Vivus West Multi Speciality Hospital,Karnataka,Bengaluru Urban,560079,12.98061,77.538619
"Weavers Colony Main Road, Bannerghatta Road,",Banashankari Hospital,Karnataka,Bengaluru Urban,560083,12.8453374,77.5881445
"3, Gottigere, Bannerghatta Main Road,Near Gottigere Bus Stand,.",Vijayashree Hospitals,Karnataka,Bengaluru Urban,560083,12.856699,77.5888559
"Opposite To Bdk Kalyana Mantapa,Santhe Circle, Old Town,Yelahanka.",Ashwini Hospital,Karnataka,Bengaluru Urban,560084,13.1004849,77.5940134
"No. 31, Kammanahalli Main Road Nr.Venkateswara Ent",R K Hospital,Karnataka,Bengaluru Urban,560084,13.0127953,77.6374848
"No.45 Kamanahalli Main Road C.Ramiah Layout, St. Thomas Town Post",Sathya Hospital,Karnataka,Bengaluru Urban,560084,13.0173829,77.6335474
"77, 110 Feet Ring Road, Bsk Iii Stage,",Abhaya Eye Hospital,Karnataka,Bengaluru Urban,560085,12.9272547,77.5469082
"271, 5Th Block, 100 Feet Road, 3Rd Phase, Banashankari,",Abhilash Hospital And Sara Rehabilitation Centre,Karnataka,Bengaluru Urban,560085,12.9367161,77.6263761
"244,7Th Cross Vi Block.Iii Phase Iii Block, Banashankari,",Aditya Netralaya - Bangalore,Karnataka,Bengaluru Urban,560085,12.9254533,77.546757
"No. 129 Kathriguppa Bsk Iii Stage,  - 560085",Ashwini Hospital,Karnataka,Bengaluru Urban,560085,12.9289462,77.5519962
"566, 1St Main Road, Nagendra BlockB S K 3Rd Stage ,",Gururaja Nursing Home,Karnataka,Bengaluru Urban,560085,12.9400567,77.5529916
"No-5,100, Feet Ring Road, Hosakerehalli,B.S.K 3Th Stage",K.S. Hospital,Karnataka,Bengaluru Urban,560085,12.9063,77.5739063
"C.A Site No 1, 2 Cross, 2 Main, 7Th Block, Banashankari",Prabha Eye Clinic and Research Center,Karnataka,Bengaluru Urban,560085,12.9234955,77.5548886
"129, 1 Main Road, Kattriguppe, Banashankari Iii Stage, -560085",Ring Road Hospital,Karnataka,Bengaluru Urban,560085,12.9244526,77.5510029
"30, 2Nd Cross Anjaneya Nagar, 3Rd Stage Banashankari  560085",Sg Hospital,Karnataka,Bengaluru Urban,560085,12.8908145,77.6142499
"63, 6Th Main, Bda Layout, Avalahalli, Bsk Iii Stage,",Shalini Nursing Home,Karnataka,Bengaluru Urban,560085,12.9553664,77.5390317
"5/81, 50 Feet Road, 20Th Main Road, Muneshwara Block, Girinagar,",The Pulse Multi Speciality Hospital,Karnataka,Bengaluru Urban,560085,12.9419237,77.5469674
"No:114, 100 Feet Ring Road, 3Rd Stage Banashankari  560085",Udhbhava Hospital,Karnataka,Bengaluru Urban,560085,12.9236831,77.5539892
"1,2Nd Cross, 2Nd Main,7Th Block, Banashankari 3Rd Stage, Hosakerehalli,  560085",Vittala International Institute Of Ophthalmology,Karnataka,Bengaluru Urban,560085,12.9347488,77.5728361
"Iii West Of Chord Road, Opposite 1St Block Rajajinagar Mahalakshmipuram",Dr Satturs Hospital,Karnataka,Bengaluru Urban,560086,12.941633,77.5923327
"111, West Of Chord Road, Mahalakshmipuram, Rajajinagar I Block  560086",Fortis Hospitals Limited,Karnataka,Bengaluru Urban,560086,13.0118126,77.5518994
"158, 6Th Main Road 4Th Stage, Ii Phase West Of Chord Road  560086",Namratha Nursing And Maternity Home,Karnataka,Bengaluru Urban,560086,12.9407598,77.5515289
Dr Mc Modi Road Near West Of Chord Road Mahalakshmi Puram Layout  560086,Padmabhushan Dr Mc Modi Charitable Eye Hospital,Karnataka,Bengaluru Urban,560086,12.9978747,77.546252
"No. 674/A, 10Th Cross, 5Th Main, W O C Road 2Nd Stage, Mahalakshmi Puram",Pragathi Nursing Home,Karnataka,Bengaluru Urban,560086,13.0070025,77.5556028
"270/2, 4Th Main, Mahalakshmi Layout,",Sangolli Nursing Home,Karnataka,Bengaluru Urban,560086,13.008245,77.546926
"76/1, 11Th Cross Mahalakshmipuram West Of Chord Road  560086",Sneha Nursing Home,Karnataka,Bengaluru Urban,560086,12.9999003,77.5448589
"86 Hosur Main Road, Madivala",Sri Venkateshwara Hospital,Karnataka,Bengaluru Urban,560086,12.9325662,77.6125214
"No 43/2, Nh - 7, Bellary Road, Sahakara Nagar,  Kodigehalli Gate,",Cauvery Medical Center Limited,Karnataka,Bengaluru Urban,560092,13.0576551,77.5932891
"No-150/24, Kodigehalli Main Road, Maruthinagar,-560092",Goldfinch Hospital,Karnataka,Bengaluru Urban,560092,13.0575359,77.5897606
"8 G Block,60Feet Road,Shahakar Nagar",North Side Hospital And Diagnostic Centre,Karnataka,Bengaluru Urban,560092,13.0628571,77.5922138
"43 Bellary Road, Bengluru, Bengluru,",Sankara Nethralaya,Karnataka,Bengaluru Urban,560092,13.0282801,77.5861075
"20, 1St Floor, 17 Th A Cross, Kaggadasapura Main Road C. V. Raman Nagar",Shakthikrupa Nursing Home,Karnataka,Bengaluru Urban,560093,12.9832113,77.6751206
21St Cross Kaggadasapura Main Road C V Raman Nagar  560093,Sree Lakshmi Hospital,Karnataka,Bengaluru Urban,560093,12.982531,77.6799123
"8, Poojary Layout, 80Ft. Road, Rmv Iind Stage,Sanjaynagar,.",Nethra Eye Hospital,Karnataka,Bengaluru Urban,560094,13.0262299,77.5768601
"No.138, Aec Layout, Sanjay Nagar",Raj Mahal Vilas Hospital,Karnataka,Bengaluru Urban,560094,12.994369,77.5298954
"No.2, Ngef Layout, Sanjaynagar Main Road,",S. J. Hospital,Karnataka,Bengaluru Urban,560094,13.0352063,77.5752036
"No,435,18Th Main 6Th Block (Near Indoor Stadium) Koramangala  560095",Acura Speciality Hospital,Karnataka,Bengaluru Urban,560095,12.9369154,77.6407258
"No.58, 5Th Cross,18Th Main,Dhanalakshmi Bank Bldg,' 6Th Bolck, Koramangala, -560095",Apollo Koramangla Cradle Limited,Karnataka,Bengaluru Urban,560095,12.9279232,77.6271078
"639,2-C Main, 8Th Block,Koramangala,",J P Dental Clinic,Karnataka,Bengaluru Urban,560095,12.9427798,77.6162023
"No.51, Jyothi Nivas Colleges, 5Th Block, Kormangala,",The Apollo Clinic,Karnataka,Bengaluru Urban,560095,12.9336702,77.615816
"No. 1, 2Nd Cross, 5Th A Block, Koramangala,",Vaatsalaya Hospital,Karnataka,Bengaluru Urban,560095,12.9361155,77.61584
"Nandini Layout, Saraswati Puram",Dr Varmas Jyothi Prasad Nursing Home Pvt Ltd,Karnataka,Bengaluru Urban,560096,13.0103904,77.538296
"4,Sfhs,Next To Nandini Layout",J.P.Nursing Home,Karnataka,Bengaluru Urban,560096,13.0159906,77.5338233
"Jai Bhuvaneshwarnagar, Nandini Layout,  South",Nandini Layout Meternity Home,Karnataka,Bengaluru Urban,560096,13.0145722,77.5307965
"41-42/5 7Th Cross, Saraswathipuram, Nandini Layout, Main Road",Shankara Nethralaya Eye Hospital,Karnataka,Bengaluru Urban,560096,13.008932,77.540603
"50/2, Vidyaranyapura, Nanjappa Main Road",Ketham`S Hospital Pvt. Ltd,Karnataka,Bengaluru Urban,560097,13.0241842,77.6497088
"Nanjappa Road, Vidyaranna Pura Main Road",Kruthika Hospital,Karnataka,Bengaluru Urban,560097,13.0688367,77.5580402
"M S Palya Circle, Vidyaranyapura Road",Naggapa Hadli Hospital,Karnataka,Bengaluru Urban,560097,13.0735607,77.5569874
"21/1, Lakshmipura Main Road,Vidyaranyapura,Opposite Lakshmipura Lake",Rajalakshmi Hospital,Karnataka,Bengaluru Urban,560097,13.0965073,77.5420588
"17, Nti Layout, Vidyaranyapura",Soukya Hospital,Karnataka,Bengaluru Urban,560097,13.0777239,77.5569265
"No. 484/A, Ideal Homes Township,18Th Main Rd.Rajarajeshwarinagar",Rc Hospital,Karnataka,Bengaluru Urban,560098,12.9294443,77.5173072
